ticket_number,date,time,article,Quantity,unit_price_euro
153117,2021-01-24,12:35,TRADITIONAL BAGUETTE,1,1.20
153118,2021-01-24,12:36,TARTELETTE,2,2.00
153118,2021-01-24,12:36,TRADITIONAL BAGUETTE,1,1.20
153119,2021-01-24,12:37,COUPE,1,0.15
153121,2021-01-24,12:40,BAGUETTE,3,0.90
153121,2021-01-24,12:40,GAL POMME 6P,1,12.00
153122,2021-01-24,12:40,TRADITIONAL BAGUETTE,1,1.20
153125,2021-01-24,12:42,CEREAL BAGUETTE,1,1.25
153125,2021-01-24,12:42,TRADITIONAL BAGUETTE,2,1.20
153126,2021-01-24,12:42,QUIM BREAD,1,1.00
153127,2021-01-24,12:44,COUPE,3,0.15
153127,2021-01-24,12:44,COMPLET,3,1.50
153129,2021-01-24,12:45,TRADITIONAL BAGUETTE,1,1.20
153131,2021-01-24,12:48,TRADITIONAL BAGUETTE,1,1.20
153133,2021-01-24,12:52,TRADITIONAL BAGUETTE,2,1.20
153135,2021-01-24,12:54,VIK BREAD,1,2.50
153139,2021-01-24,13:02,CROISSANT AMANDES,1,1.40
153140,2021-01-24,13:04,TRADITIONAL BAGUETTE,2,1.20
153144,2021-01-24,13:07,TRADITIONAL BAGUETTE,1,1.20
153145,2021-01-24,13:08,KOUIGN AMANN,2,2.10
153146,2021-01-24,13:09,TRADITIONAL BAGUETTE,1,1.20
153147,2021-01-24,13:12,COUPE,1,0.15
153147,2021-01-24,13:12,FLAN,1,2.00
153147,2021-01-24,13:12,SPECIAL BREAD,1,2.40
153148,2021-01-24,13:13,PAIN,1,1.15
153149,2021-01-24,13:14,BAGUETTE GRAINE,1,1.30
153151,2021-01-24,13:21,ECLAIR,1,2.00
153152,2021-01-24,13:23,TRADITIONAL BAGUETTE,1,1.20
153156,2021-01-24,13:38,COUPE,1,0.15
153156,2021-01-24,13:38,BOULE 200G,1,1.10
153160,2021-01-24,14:00,PAIN BANETTE,1,1.40
153163,2021-01-25,8:37,TRADITIONAL BAGUETTE,1,1.20
153163,2021-01-25,8:37,PAIN AU CHOCOLAT,1,1.20
153164,2021-01-25,8:38,CROISSANT,2,1.10
153164,2021-01-25,8:38,COUPE,1,0.15
153165,2021-01-25,8:41,PAIN AU CHOCOLAT,3,1.20
153165,2021-01-25,8:41,TRADITIONAL BAGUETTE,1,1.20
153166,2021-01-25,8:54,PAIN AU CHOCOLAT,5,1.20
153167,2021-01-25,9:03,COUPE,1,0.15
153167,2021-01-25,9:03,BAGUETTE,1,0.90
153168,2021-01-25,9:04,PAIN AU CHOCOLAT,2,1.20
153169,2021-01-25,9:18,CROISSANT AMANDES,1,1.40
153169,2021-01-25,9:18,CHAUSSON AUX POMMES,1,1.40
153170,2021-01-25,9:19,TRADITIONAL BAGUETTE,2,1.20
153170,2021-01-25,9:19,CROISSANT,2,1.10
153172,2021-01-25,9:30,TRADITIONAL BAGUETTE,2,1.20
153173,2021-01-25,9:32,CROISSANT,2,1.10
153175,2021-01-25,9:42,BANETTE,2,1.05
153176,2021-01-25,9:42,PAIN AUX RAISINS,2,1.40
153178,2021-01-25,9:51,CROISSANT,2,1.10
153179,2021-01-25,9:52,FLAN ABRICOT,2,2.10
153179,2021-01-25,9:52,PAIN AU CHOCOLAT,2,1.20
153182,2021-01-25,9:56,BANETTINE,1,0.60
153182,2021-01-25,9:56,TRADITIONAL BAGUETTE,1,1.20
153184,2021-01-25,10:00,PAIN AU CHOCOLAT,1,1.20
153185,2021-01-25,10:03,CROISSANT,4,1.10
153186,2021-01-25,10:07,TRADITIONAL BAGUETTE,2,1.20
153186,2021-01-25,10:07,PAIN AUX RAISINS,1,1.40
153188,2021-01-25,10:21,TRADITIONAL BAGUETTE,1,1.20
153190,2021-01-25,10:23,BAGUETTE,1,0.90
153194,2021-01-25,10:36,BAGUETTE,2,0.90
153195,2021-01-25,10:36,BANETTE,1,1.05
153195,2021-01-25,10:36,CROISSANT AMANDES,4,1.40
153195,2021-01-25,10:36,PAIN CHOCO AMANDES,2,1.50
153196,2021-01-25,10:37,TRADITIONAL BAGUETTE,1,1.20
153198,2021-01-25,10:42,BAGUETTE,1,0.90
153200,2021-01-25,10:50,TRADITIONAL BAGUETTE,1,1.20
153202,2021-01-25,11:05,TRADITIONAL BAGUETTE,1,1.20
153203,2021-01-25,11:10,CEREAL BAGUETTE,1,1.25
153204,2021-01-25,11:14,PAIN,1,1.15
153205,2021-01-25,11:21,PAIN AUX RAISINS,1,1.40
153205,2021-01-25,11:21,CROISSANT,1,1.10
153208,2021-01-25,11:32,CROISSANT,1,1.10
153208,2021-01-25,11:32,COUPE,1,0.15
153208,2021-01-25,11:32,SPECIAL BREAD,1,2.40
153211,2021-01-25,11:35,TRADITIONAL BAGUETTE,1,1.20
153215,2021-01-25,11:47,BANETTE,1,1.05
153216,2021-01-25,11:51,BOULE POLKA,2,1.60
153216,2021-01-25,11:51,COUPE,2,0.15
153219,2021-01-25,11:55,BAGUETTE,3,0.90
153220,2021-01-25,11:57,TRADITIONAL BAGUETTE,1,1.20
153221,2021-01-25,11:59,TRADITIONAL BAGUETTE,3,1.20
153223,2021-01-25,12:02,CROISSANT,1,1.10
153223,2021-01-25,12:02,TRADITIONAL BAGUETTE,1,1.20
153224,2021-01-25,12:06,BOULE 200G,1,1.10
153227,2021-01-25,12:18,BANETTE,1,1.05
153227,2021-01-25,12:18,COUPE,1,0.15
153227,2021-01-25,12:18,BOULE 400G,1,1.50
153233,2021-01-25,12:29,TRADITIONAL BAGUETTE,2,1.20
153235,2021-01-25,12:31,TRADITIONAL BAGUETTE,1,1.20
153236,2021-01-25,12:35,NANTAIS,1,2.50
153240,2021-01-25,12:45,COUPE,1,0.15
153242,2021-01-25,12:52,TRADITIONAL BAGUETTE,1,1.20
153244,2021-01-25,12:55,TRADITIONAL BAGUETTE,2,1.20
153245,2021-01-25,13:00,COMPLET,1,1.50
153245,2021-01-25,13:00,COUPE,1,0.15
153248,2021-01-25,13:08,TRADITIONAL BAGUETTE,1,1.20
153250,2021-01-25,13:10,COUPE,1,0.15
153250,2021-01-25,13:10,VIK BREAD,1,2.50
153252,2021-01-25,13:11,BANETTE,2,1.05
153258,2021-01-25,13:26,TRADITIONAL BAGUETTE,1,1.20
153260,2021-01-25,13:28,BANETTE,1,1.05
153261,2021-01-25,13:32,TRADITIONAL BAGUETTE,1,1.20
153263,2021-01-25,13:39,COUPE,2,0.15
153264,2021-01-25,13:43,BANETTE,1,1.05
153270,2021-01-25,13:54,SAND JB EMMENTAL,-1,3.50
153272,2021-01-25,13:55,SPECIAL BREAD,1,2.40
153274,2021-01-25,17:00,COUPE,1,0.15
153275,2021-01-25,17:04,DEMI BAGUETTE,1,0.45
153276,2021-01-25,17:20,COUPE,1,0.15
153277,2021-01-25,17:27,TRADITIONAL BAGUETTE,1,1.20
153278,2021-01-25,17:34,COUPE,1,0.15
153279,2021-01-25,17:37,BANETTE,1,1.05
153280,2021-01-25,17:48,CHOU CHANTILLY,1,2.00
153281,2021-01-25,17:58,FINANCIER X5,1,3.00
153281,2021-01-25,17:58,KOUIGN AMANN,1,2.10
153283,2021-01-25,18:11,BOULE 400G,1,1.50
153286,2021-01-25,18:21,CAMPAGNE,1,1.80
153287,2021-01-25,18:29,FLAN ABRICOT,1,2.10
153289,2021-01-25,18:31,TRADITIONAL BAGUETTE,1,1.20
153290,2021-01-25,18:33,TRADITIONAL BAGUETTE,1,1.20
153292,2021-01-25,18:34,SPECIAL BREAD,1,2.40
153294,2021-01-25,18:37,COUPE,1,0.15
153297,2021-01-26,8:31,BANETTE,1,1.05
153298,2021-01-26,8:41,CROISSANT,2,1.10
153299,2021-01-26,8:42,TRADITIONAL BAGUETTE,1,1.20
153301,2021-01-26,8:51,PAIN AUX RAISINS,1,1.40
153301,2021-01-26,8:51,CAFE OU EAU,2,1.00
153302,2021-01-26,9:03,DEMI BAGUETTE,1,0.45
153302,2021-01-26,9:03,CROISSANT,2,1.10
153303,2021-01-26,9:05,CAFE OU EAU,2,1.00
153303,2021-01-26,9:05,COMPLET,1,1.50
153304,2021-01-26,9:07,CROISSANT AMANDES,1,1.40
153304,2021-01-26,9:07,COOKIE,1,1.00
153307,2021-01-26,9:11,FORMULE SANDWICH,1,6.50
153308,2021-01-26,9:12,PAIN AU CHOCOLAT,3,1.20
153308,2021-01-26,9:12,CROISSANT,2,1.10
153309,2021-01-26,9:14,PAIN AU CHOCOLAT,2,1.20
153311,2021-01-26,9:25,TRADITIONAL BAGUETTE,1,1.20
153320,2021-01-26,9:48,FORMULE SANDWICH,1,6.50
153323,2021-01-26,9:52,TRADITIONAL BAGUETTE,1,1.20
153324,2021-01-26,9:57,TRADITIONAL BAGUETTE,1,1.20
153326,2021-01-26,10:03,COOKIE,1,1.00
153327,2021-01-26,10:05,QUIM BREAD,-1,1.00
153329,2021-01-26,10:09,SPECIAL BREAD,1,2.40
153331,2021-01-26,10:15,BAGUETTE,2,0.90
153332,2021-01-26,10:24,BANETTE,2,1.05
153333,2021-01-26,10:24,TRADITIONAL BAGUETTE,1,1.20
153335,2021-01-26,10:41,TRADITIONAL BAGUETTE,-3,1.20
153336,2021-01-26,10:41,TRADITIONAL BAGUETTE,3,1.20
153337,2021-01-26,10:42,BANETTE,1,1.05
153343,2021-01-26,10:49,BAGUETTE,4,0.90
153344,2021-01-26,10:50,BAGUETTE,1,0.90
153347,2021-01-26,11:02,SANDWICH COMPLET,1,4.50
153348,2021-01-26,11:03,BANETTE,1,1.05
153349,2021-01-26,11:03,BAGUETTE,1,0.90
153350,2021-01-26,11:04,TRADITIONAL BAGUETTE,1,1.20
153352,2021-01-26,11:09,SEIGLE,1,1.80
153352,2021-01-26,11:09,COUPE,1,0.15
153353,2021-01-26,11:22,BANETTE,1,1.05
153354,2021-01-26,11:24,BANETTE,2,1.05
153355,2021-01-26,11:29,BANETTE,1,1.05
153358,2021-01-26,11:33,BAGUETTE,1,0.90
153360,2021-01-26,11:43,GAL FRANGIPANE 4P,1,8.00
153361,2021-01-26,11:44,TRADITIONAL BAGUETTE,1,1.20
153363,2021-01-26,11:47,BAGUETTE,6,0.90
153364,2021-01-26,11:48,BOULE 200G,1,1.10
153365,2021-01-26,11:52,COOKIE,6,1.00
153365,2021-01-26,11:52,PAIN AU CHOCOLAT,1,1.20
153365,2021-01-26,11:52,CROISSANT,1,1.10
153366,2021-01-26,11:56,SPECIAL BREAD,-1,2.40
153366,2021-01-26,11:56,PAIN AU CHOCOLAT,-1,1.20
153367,2021-01-26,11:56,BAGUETTE,1,0.90
153368,2021-01-26,11:56,COOKIE,6,1.00
153368,2021-01-26,11:56,FINANCIER X5,1,3.00
153369,2021-01-26,11:58,BOULE 400G,1,1.50
153370,2021-01-26,11:58,BOULE 400G,-1,1.50
153372,2021-01-26,12:06,COUPE,2,0.15
153373,2021-01-26,12:07,BANETTINE,1,0.60
153373,2021-01-26,12:07,BANETTE,1,1.05
153374,2021-01-26,12:07,TRADITIONAL BAGUETTE,2,1.20
153375,2021-01-26,12:08,BAGUETTE,1,0.90
153380,2021-01-26,12:14,BANETTE,-1,1.05
153381,2021-01-26,12:14,DEMI BAGUETTE,1,0.45
153387,2021-01-26,12:30,TRADITIONAL BAGUETTE,1,1.20
153389,2021-01-26,12:35,TARTELETTE,2,2.00
153392,2021-01-26,12:43,CHAUSSON AUX POMMES,2,1.40
153393,2021-01-26,12:44,COUPE,1,0.15
153396,2021-01-26,12:48,BOULE 400G,1,1.50
153396,2021-01-26,12:48,COUPE,1,0.15
153396,2021-01-26,12:48,SPECIAL BREAD,1,2.40
153397,2021-01-26,12:49,SEIGLE,1,1.80
153398,2021-01-26,12:50,CEREAL BAGUETTE,1,1.25
153399,2021-01-26,12:58,TRADITIONAL BAGUETTE,1,1.20
153404,2021-01-26,13:05,SACHET VIENNOISERIE,1,4.00
153404,2021-01-26,13:05,PAIN BANETTE,1,1.40
153405,2021-01-26,13:12,SANDWICH COMPLET,2,4.50
153405,2021-01-26,13:12,BANETTINE,1,0.60
153406,2021-01-26,13:13,COUPE,1,0.15
153409,2021-01-26,13:14,BAGUETTE,1,0.90
153410,2021-01-26,13:20,SPECIAL BREAD,1,2.40
153411,2021-01-26,13:25,FORMULE SANDWICH,1,6.50
153412,2021-01-26,13:27,COUPE,1,0.15
153412,2021-01-26,13:27,TRADITIONAL BAGUETTE,1,1.20
153413,2021-01-26,13:28,TRADITIONAL BAGUETTE,2,1.20
153414,2021-01-26,13:28,CEREAL BAGUETTE,1,1.25
153414,2021-01-26,13:28,COUPE,1,0.15
153414,2021-01-26,13:28,COMPLET,1,1.50
153418,2021-01-26,13:44,TRADITIONAL BAGUETTE,2,1.20
153422,2021-01-26,13:53,TRADITIONAL BAGUETTE,2,1.20
153423,2021-01-26,13:56,DIVERS SANDWICHS,1,2.50
153425,2021-01-26,17:04,BOULE POLKA,1,1.60
153426,2021-01-26,17:21,COMPLET,3,1.50
153426,2021-01-26,17:21,COUPE,3,0.15
153427,2021-01-26,17:30,FICELLE,2,0.60
153430,2021-01-26,17:32,FICELLE,2,0.60
153431,2021-01-26,17:35,TRADITIONAL BAGUETTE,3,1.20
153433,2021-01-26,17:38,TRADITIONAL BAGUETTE,1,1.20
153434,2021-01-26,17:40,TRADITIONAL BAGUETTE,1,1.20
153435,2021-01-26,17:46,BAGUETTE,2,0.90
153436,2021-01-26,17:53,DIVERS BOULANGERIE,1,2.00
153437,2021-01-26,17:54,MOISSON,1,2.00
153439,2021-01-26,17:57,TRADITIONAL BAGUETTE,1,1.20
153441,2021-01-26,18:01,PAIN AU CHOCOLAT,3,1.20
153442,2021-01-26,18:02,FONDANT CHOCOLAT,1,2.50
153442,2021-01-26,18:02,PAIN AU CHOCOLAT,2,1.20
153442,2021-01-26,18:02,KOUIGN AMANN,1,2.10
153444,2021-01-26,18:07,BOULE 400G,1,1.50
153444,2021-01-26,18:07,COUPE,1,0.15
153446,2021-01-26,18:14,TRADITIONAL BAGUETTE,1,1.20
153447,2021-01-26,18:18,TRADITIONAL BAGUETTE,2,1.20
153448,2021-01-26,18:21,KOUIGN AMANN,2,2.10
153448,2021-01-26,18:21,CROISSANT AMANDES,1,1.40
153448,2021-01-26,18:21,TRADITIONAL BAGUETTE,1,1.20
153450,2021-01-26,18:23,TRADITIONAL BAGUETTE,1,1.20
153451,2021-01-26,18:28,SACHET DE CROUTON,1,1.60
153451,2021-01-26,18:28,TRADITIONAL BAGUETTE,1,1.20
153452,2021-01-26,18:35,SPECIAL BREAD,1,2.40
153453,2021-01-26,18:36,TRADITIONAL BAGUETTE,1,1.20
153455,2021-01-26,18:42,TRADITIONAL BAGUETTE,2,1.20
153461,2021-01-28,8:56,CROISSANT,2,1.10
153465,2021-01-28,9:12,COMPLET,1,1.50
153465,2021-01-28,9:12,BAGUETTE,1,0.90
153468,2021-01-28,9:38,TRADITIONAL BAGUETTE,1,1.20
153471,2021-01-28,9:52,TRADITIONAL BAGUETTE,1,1.20
153472,2021-01-28,9:56,PAIN BANETTE,1,1.40
153473,2021-01-28,10:09,COUPE,1,0.15
153474,2021-01-28,10:10,PAIN BANETTE,1,1.40
153474,2021-01-28,10:10,PAIN,1,1.15
153475,2021-01-28,10:12,BANETTINE,1,0.60
153475,2021-01-28,10:12,TRADITIONAL BAGUETTE,1,1.20
153476,2021-01-28,10:13,PAIN,1,1.15
153477,2021-01-28,10:15,BAGUETTE,1,0.90
153478,2021-01-28,10:18,TRADITIONAL BAGUETTE,1,1.20
153479,2021-01-28,10:21,PAIN AU CHOCOLAT,4,1.20
153480,2021-01-28,10:23,TRADITIONAL BAGUETTE,1,1.20
153480,2021-01-28,10:23,CROISSANT,2,1.10
153481,2021-01-28,10:26,BANETTE,4,1.05
153482,2021-01-28,10:29,TRADITIONAL BAGUETTE,1,1.20
153483,2021-01-28,10:30,BAGUETTE,2,0.90
153487,2021-01-28,10:49,BANETTE,1,1.05
153491,2021-01-28,10:59,TRADITIONAL BAGUETTE,1,1.20
153492,2021-01-28,11:00,TRADITIONAL BAGUETTE,1,1.20
153494,2021-01-28,11:09,SPECIAL BREAD,1,2.40
153497,2021-01-28,11:15,PAIN BANETTE,1,1.40
153499,2021-01-28,11:20,CAFE OU EAU,1,1.00
153501,2021-01-28,11:23,BANETTINE,1,0.60
153502,2021-01-28,11:24,TRADITIONAL BAGUETTE,1,1.20
153502,2021-01-28,11:24,COUPE,1,0.15
153503,2021-01-28,11:26,COUPE,1,0.15
153504,2021-01-28,11:36,FICELLE,1,0.60
153505,2021-01-28,11:37,TRADITIONAL BAGUETTE,1,1.20
153507,2021-01-28,11:40,TRADITIONAL BAGUETTE,1,1.20
153510,2021-01-28,11:49,BOULE 200G,1,1.10
153510,2021-01-28,11:49,COUPE,1,0.15
153511,2021-01-28,11:52,COUPE,2,0.15
153512,2021-01-28,11:55,DEMI PAIN,1,0.60
153516,2021-01-28,12:08,TRADITIONAL BAGUETTE,1,1.20
153521,2021-01-28,12:21,TRADITIONAL BAGUETTE,1,1.20
153521,2021-01-28,12:21,BRIOCHE,1,5.00
153523,2021-01-28,12:24,FICELLE,1,0.60
153524,2021-01-28,12:25,BANETTE,1,1.05
153526,2021-01-28,12:32,TRADITIONAL BAGUETTE,1,1.20
153527,2021-01-28,12:35,TRADITIONAL BAGUETTE,1,1.20
153528,2021-01-28,12:38,COUPE,1,0.15
153531,2021-01-28,12:43,BAGUETTE,1,0.90
153532,2021-01-28,12:47,TRADITIONAL BAGUETTE,3,1.20
153533,2021-01-28,12:48,TRADITIONAL BAGUETTE,1,1.20
153533,2021-01-28,12:48,COUPE,2,0.15
153534,2021-01-28,12:49,TRADITIONAL BAGUETTE,2,1.20
153538,2021-01-28,12:53,BOISSON 33CL,-1,1.50
153538,2021-01-28,12:53,SANDWICH COMPLET,-1,4.50
153540,2021-01-28,12:54,TRADITIONAL BAGUETTE,2,1.20
153541,2021-01-28,12:54,BAGUETTE,1,0.90
153542,2021-01-28,12:56,SPECIAL BREAD,1,2.40
153544,2021-01-28,12:57,BANETTE,1,1.05
153546,2021-01-28,13:00,PAIN AU CHOCOLAT,4,1.20
153546,2021-01-28,13:00,BOULE 400G,1,1.50
153546,2021-01-28,13:00,BANETTE,3,1.05
153551,2021-01-28,13:12,SPECIAL BREAD,1,2.40
153551,2021-01-28,13:12,COUPE,1,0.15
153552,2021-01-28,13:13,SANDWICH COMPLET,1,4.50
153558,2021-01-28,13:25,FORMULE SANDWICH,1,6.50
153562,2021-01-28,13:40,TRADITIONAL BAGUETTE,4,1.20
153563,2021-01-28,13:42,FONDANT CHOCOLAT,1,2.50
153564,2021-01-28,13:43,COUPE,1,0.15
153564,2021-01-28,13:43,SPECIAL BREAD,1,2.40
153565,2021-01-28,13:45,TRADITIONAL BAGUETTE,2,1.20
153567,2021-01-28,13:57,BANETTE,2,1.05
153568,2021-01-28,13:57,PAIN,1,1.15
153570,2021-01-28,14:04,PAIN AU CHOCOLAT,1,1.20
153572,2021-01-28,17:12,TRADITIONAL BAGUETTE,1,1.20
153575,2021-01-28,17:40,COUPE,2,0.15
153576,2021-01-28,17:44,SPECIAL BREAD,1,2.40
153581,2021-01-28,18:12,TRADITIONAL BAGUETTE,1,1.20
153582,2021-01-28,18:14,KOUIGN AMANN,2,2.10
153582,2021-01-28,18:14,CROISSANT,1,1.10
153583,2021-01-28,18:18,COUPE,1,0.15
153584,2021-01-28,18:20,TRADITIONAL BAGUETTE,1,1.20
153586,2021-01-28,18:25,FICELLE,1,0.60
153589,2021-01-28,18:29,TRADITIONAL BAGUETTE,5,1.20
153596,2021-01-29,8:37,CAFE OU EAU,1,1.00
153597,2021-01-29,8:43,FORMULE SANDWICH,1,6.50
153597,2021-01-29,8:43,CROISSANT,3,1.10
153600,2021-01-29,8:48,PAIN AU CHOCOLAT,1,1.20
153600,2021-01-29,8:48,BAGUETTE,1,0.90
153602,2021-01-29,9:06,TRADITIONAL BAGUETTE,4,1.20
153603,2021-01-29,9:08,DEMI BAGUETTE,1,0.45
153605,2021-01-29,9:39,PAIN AUX RAISINS,2,1.40
153606,2021-01-29,9:46,BANETTE,2,1.05
153607,2021-01-29,9:47,CROISSANT,4,1.10
153607,2021-01-29,9:47,BAGUETTE,2,0.90
153609,2021-01-29,9:54,TRADITIONAL BAGUETTE,1,1.20
153611,2021-01-29,9:59,BAGUETTE,1,0.90
153614,2021-01-29,10:20,BAGUETTE,1,0.90
153615,2021-01-29,10:26,BANETTINE,1,0.60
153615,2021-01-29,10:26,TRADITIONAL BAGUETTE,1,1.20
153618,2021-01-29,10:32,TRADITIONAL BAGUETTE,2,1.20
153619,2021-01-29,10:34,BANETTE,1,1.05
153621,2021-01-29,10:41,PAIN AU CHOCOLAT,2,1.20
153622,2021-01-29,10:42,CEREAL BAGUETTE,4,1.25
153628,2021-01-29,11:24,TRADITIONAL BAGUETTE,1,1.20
153629,2021-01-29,11:25,BAGUETTE,1,0.90
153630,2021-01-29,11:26,TRADITIONAL BAGUETTE,1,1.20
153632,2021-01-29,11:31,BAGUETTE,1,0.90
153633,2021-01-29,11:37,TRADITIONAL BAGUETTE,3,1.20
153634,2021-01-29,11:44,SPECIAL BREAD,1,2.40
153635,2021-01-29,11:47,PAIN AU CHOCOLAT,2,1.20
153636,2021-01-29,11:49,CROISSANT,1,1.10
153640,2021-01-29,11:58,SPECIAL BREAD KG,1,4.80
153643,2021-01-29,12:04,FONDANT CHOCOLAT,3,2.50
153643,2021-01-29,12:04,TRADITIONAL BAGUETTE,2,1.20
153644,2021-01-29,12:05,TRADITIONAL BAGUETTE,3,1.20
153645,2021-01-29,12:07,DIVERS VIENNOISERIE,1,6.00
153645,2021-01-29,12:07,SPECIAL BREAD,2,2.40
153645,2021-01-29,12:07,COUPE,2,0.15
153645,2021-01-29,12:07,PAIN AU CHOCOLAT,2,1.20
153645,2021-01-29,12:07,CROISSANT,2,1.10
153645,2021-01-29,12:07,BAGUETTE,2,0.90
153646,2021-01-29,12:15,TARTELETTE,6,2.00
153646,2021-01-29,12:15,COUPE,3,0.15
153646,2021-01-29,12:15,BOULE 200G,3,1.10
153647,2021-01-29,12:16,BANETTE,1,1.05
153648,2021-01-29,12:16,TARTELETTE,1,2.00
153648,2021-01-29,12:16,CROISSANT,2,1.10
153648,2021-01-29,12:16,TRADITIONAL BAGUETTE,1,1.20
153650,2021-01-29,12:19,TRADITIONAL BAGUETTE,1,1.20
153651,2021-01-29,12:20,MOISSON,1,2.00
153651,2021-01-29,12:20,COUPE,1,0.15
153653,2021-01-29,12:26,PAIN BANETTE,1,1.40
153654,2021-01-29,12:27,BOULE 400G,1,1.50
153654,2021-01-29,12:27,COUPE,1,0.15
153655,2021-01-29,12:28,PAIN,1,1.15
153656,2021-01-29,12:29,TRADITIONAL BAGUETTE,1,1.20
153657,2021-01-29,12:30,TRADITIONAL BAGUETTE,4,1.20
153658,2021-01-29,12:32,TRADITIONAL BAGUETTE,2,1.20
153659,2021-01-29,12:33,PAIN AU CHOCOLAT,2,1.20
153664,2021-01-29,12:39,BOULE 200G,2,1.10
153664,2021-01-29,12:39,BANETTE,2,1.05
153664,2021-01-29,12:39,COUPE,2,0.15
153666,2021-01-29,12:45,DIVERS PATISSERIE,1,12.00
153670,2021-01-29,12:55,TRADITIONAL BAGUETTE,1,1.20
153671,2021-01-29,12:58,BOULE 400G,1,1.50
153673,2021-01-29,13:01,CAMPAGNE,1,1.80
153673,2021-01-29,13:01,TARTELETTE,2,2.00
153675,2021-01-29,13:07,TRADITIONAL BAGUETTE,1,1.20
153677,2021-01-29,13:09,BANETTE,2,1.05
153681,2021-01-29,13:15,CHAUSSON AUX POMMES,2,1.40
153682,2021-01-29,13:16,SANDWICH COMPLET,2,4.50
153684,2021-01-29,13:19,BAGUETTE,2,0.90
153685,2021-01-29,13:25,FORMULE SANDWICH,1,6.50
153686,2021-01-29,13:30,FORMULE SANDWICH,1,6.50
153688,2021-01-29,13:40,SANDWICH COMPLET,1,4.50
153691,2021-01-29,13:41,TRADITIONAL BAGUETTE,2,1.20
153693,2021-01-29,13:43,TRADITIONAL BAGUETTE,1,1.20
153693,2021-01-29,13:43,BANETTINE,1,0.60
153694,2021-01-29,13:49,CROISSANT,2,1.10
153696,2021-01-29,13:53,TRADITIONAL BAGUETTE,2,1.20
153698,2021-01-29,14:03,BOISSON 33CL,2,1.50
153700,2021-01-29,14:06,FLAN ABRICOT,1,2.10
153703,2021-01-29,17:13,COUPE,1,0.15
153703,2021-01-29,17:13,CAMPAGNE,1,1.80
153704,2021-01-29,17:29,BANETTE,2,1.05
153705,2021-01-29,17:32,DIVERS VIENNOISERIE,1,1.20
153707,2021-01-29,17:44,CEREAL BAGUETTE,1,1.25
153708,2021-01-29,17:46,TRADITIONAL BAGUETTE,1,1.20
153709,2021-01-29,17:48,CEREAL BAGUETTE,3,1.25
153711,2021-01-29,17:59,PAIN AU CHOCOLAT,1,1.20
153711,2021-01-29,17:59,CROISSANT,1,1.10
153711,2021-01-29,17:59,COUPE,1,0.15
153712,2021-01-29,18:17,CAMPAGNE,1,1.80
153713,2021-01-29,18:37,BANETTINE,2,0.60
153714,2021-01-29,18:41,BAGUETTE,1,0.90
153715,2021-01-29,18:44,SPECIAL BREAD,1,2.40
153724,2021-01-30,9:14,SANDWICH COMPLET,1,4.50
153727,2021-01-30,9:30,TRADITIONAL BAGUETTE,1,1.20
153729,2021-01-30,9:44,CROISSANT,1,1.10
153731,2021-01-30,9:52,SAND JB EMMENTAL,1,3.50
153731,2021-01-30,9:52,BOULE 200G,1,1.10
153734,2021-01-30,9:55,SPECIAL BREAD,1,2.40
153734,2021-01-30,9:55,COUPE,1,0.15
153736,2021-01-30,10:01,TRADITIONAL BAGUETTE,1,1.20
153738,2021-01-30,10:08,BAGUETTE,1,0.90
153739,2021-01-30,10:12,TRADITIONAL BAGUETTE,1,1.20
153740,2021-01-30,10:13,BANETTE,2,1.05
153740,2021-01-30,10:13,COUPE,1,0.15
153742,2021-01-30,10:15,DIVERS VIENNOISERIE,1,1.60
153743,2021-01-30,10:19,BAGUETTE,1,0.90
153744,2021-01-30,10:25,TRADITIONAL BAGUETTE,1,1.20
153752,2021-01-30,10:44,SANDWICH COMPLET,1,4.50
153755,2021-01-30,10:46,TRADITIONAL BAGUETTE,1,1.20
153756,2021-01-30,10:48,CROISSANT,3,1.10
153756,2021-01-30,10:48,TRADITIONAL BAGUETTE,1,1.20
153757,2021-01-30,10:50,CROISSANT,3,1.10
153757,2021-01-30,10:50,GRAND FAR BRETON,1,7.00
153759,2021-01-30,10:52,BAGUETTE,1,0.90
153760,2021-01-30,10:55,TRADITIONAL BAGUETTE,3,1.20
153766,2021-01-30,11:03,CAFE OU EAU,2,1.00
153767,2021-01-30,11:07,TRADITIONAL BAGUETTE,1,1.20
153768,2021-01-30,11:08,BAGUETTE,1,0.90
153772,2021-01-30,11:17,QUIM BREAD,1,1.00
153773,2021-01-30,11:19,BOULE 200G,3,1.10
153777,2021-01-30,11:23,TRADITIONAL BAGUETTE,1,1.20
153779,2021-01-30,11:26,BOULE 400G,1,1.50
153780,2021-01-30,11:27,COUPE,2,0.15
153781,2021-01-30,11:37,BANETTE,1,1.05
153784,2021-01-30,11:41,COMPLET,2,1.50
153784,2021-01-30,11:41,COUPE,2,0.15
153785,2021-01-30,11:42,GAL FRANGIPANE 4P,1,8.00
153786,2021-01-30,11:46,DIVERS VIENNOISERIE,1,1.60
153786,2021-01-30,11:46,TRADITIONAL BAGUETTE,1,1.20
153788,2021-01-30,11:47,TRADITIONAL BAGUETTE,1,1.20
153789,2021-01-30,11:48,BANETTINE,1,0.60
153791,2021-01-30,11:49,TRADITIONAL BAGUETTE,2,1.20
153791,2021-01-30,11:49,CHAUSSON AUX POMMES,2,1.40
